pc_sector,treatment_function,total_new_adms,total_followup_adms
TR24 0,101_urology,29,22
TR4 8,101_urology,18,12
PL13 1,103_breast_surgery,11,28
PL13 2,103_breast_surgery,17,13
PL22 0,103_breast_surgery,5,0
PL24 2,103_breast_surgery,23,24
PL26 6,103_breast_surgery,4,30
PL28 8,103_breast_surgery,22,3
PL30 5,103_breast_surgery,17,26
PL32 9,103_breast_surgery,8,29
PL35 0,103_breast_surgery,18,15
TR1 3,103_breast_surgery,27,20
TR11 4,103_breast_surgery,7,1
TR13 0,103_breast_surgery,4,30
TR2 4,103_breast_surgery,2,27
TR27 6,103_breast_surgery,14,28
TR6 0,103_breast_surgery,25,25
TR7 3,103_breast_surgery,13,23
TR9 6,103_breast_surgery,28,26
EX23 0,104_colorectal_surgery,14,20
PL31 2,104_colorectal_surgery,14,0
TR11 5,104_colorectal_surgery,25,11
TR16 5,104_colorectal_surgery,10,24
TR18 2,104_colorectal_surgery,30,7
TR18 3,104_colorectal_surgery,25,28
TR18 4,104_colorectal_surgery,30,26
TR20 8,104_colorectal_surgery,6,18
TR26 3,104_colorectal_surgery,25,15
EX23 9,106_upper_gastrointestinal_surgery,16,7
PL14 5,106_upper_gastrointestinal_surgery,27,18
PL25 5,106_upper_gastrointestinal_surgery,30,26
PL30 4,106_upper_gastrointestinal_surgery,19,10
TR11 3,106_upper_gastrointestinal_surgery,3,21
TR12 6,106_upper_gastrointestinal_surgery,9,13
TR13 8,106_upper_gastrointestinal_surgery,4,10
TR14 8,106_upper_gastrointestinal_surgery,10,8
TR14 9,106_upper_gastrointestinal_surgery,20,2
TR15 2,106_upper_gastrointestinal_surgery,28,29
TR16 4,106_upper_gastrointestinal_surgery,24,4
TR4 8,106_upper_gastrointestinal_surgery,21,14
EX22 6,107_vascular_surgery,6,24
EX23 0,107_vascular_surgery,12,15
PL13 1,107_vascular_surgery,9,6
PL25 4,107_vascular_surgery,2,17
PL31 2,107_vascular_surgery,3,10
PL34 0,107_vascular_surgery,30,4
TR1 2,107_vascular_surgery,8,7
TR11 5,107_vascular_surgery,4,28
TR18 2,107_vascular_surgery,4,15
TR18 3,107_vascular_surgery,13,29
TR26 2,180_accident_and_emergency,16,29
TR4 9,180_accident_and_emergency,22,7
TR18 4,107_vascular_surgery,23,7
TR26 2,107_vascular_surgery,14,1
TR7 2,180_accident_and_emergency,25,5
PL11 2,190_anaesthetics,3,19
TR27 5,107_vascular_surgery,3,12
PL31 1,109_bariatric_surgery_service,14,18
PL15 7,190_anaesthetics,22,11
PL15 8,190_anaesthetics,29,1
TR13 8,109_bariatric_surgery_service,23,21
TR14 8,109_bariatric_surgery_service,18,12
TR14 9,109_bariatric_surgery_service,11,20
TR15 2,109_bariatric_surgery_service,8,17
PL15 9,190_anaesthetics,29,22
PL17 7,190_anaesthetics,12,8
PL17 8,110_trauma_and_orthopaedic_service,30,17
PL22 0,110_trauma_and_orthopaedic_service,30,3
PL25 4,190_anaesthetics,7,1
PL30 3,190_anaesthetics,27,19
PL31 1,190_anaesthetics,26,0
TR11 2,190_anaesthetics,13,27
PL24 2,110_trauma_and_orthopaedic_service,22,22
PL26 6,110_trauma_and_orthopaedic_service,17,23
PL28 8,110_trauma_and_orthopaedic_service,9,24
PL30 5,110_trauma_and_orthopaedic_service,2,7
TR19 7,190_anaesthetics,13,26
TR22 0,190_anaesthetics,18,6
TR27 5,190_anaesthetics,17,11
TR3 7,190_anaesthetics,30,5
PL32 9,110_trauma_and_orthopaedic_service,29,1
PL35 0,110_trauma_and_orthopaedic_service,24,18
TR8 4,190_anaesthetics,30,2
EX23 0,191_pain_management,28,6
TR11 4,110_trauma_and_orthopaedic_service,6,5
TR13 0,110_trauma_and_orthopaedic_service,23,30
TR20 9,110_trauma_and_orthopaedic_service,17,5
TR26 3,110_trauma_and_orthopaedic_service,26,15
PL25 4,191_pain_management,2,27
TR1 1,191_pain_management,28,5
TR27 6,110_trauma_and_orthopaedic_service,6,17
TR5 0,110_trauma_and_orthopaedic_service,25,11
TR7 3,110_trauma_and_orthopaedic_service,3,28
TR9 6,110_trauma_and_orthopaedic_service,11,22
TR12 7,191_pain_management,30,25
TR16 5,191_pain_management,28,23
PL14 5,120_ent,28,0
PL22 0,120_ent,5,2
PL26 6,120_ent,26,6
TR18 2,191_pain_management,13,22
TR19 6,191_pain_management,8,27
PL28 8,120_ent,23,18
PL32 9,120_ent,11,3
PL35 0,120_ent,6,1
TR21 0,191_pain_management,17,12
TR3 6,191_pain_management,15,5
TR15 3,120_ent,23,25
TR20 8,120_ent,1,12
TR20 9,120_ent,8,28
TR13 0,192_critical_care_medicine,27,17
TR27 4,192_critical_care_medicine,29,22
TR26 3,120_ent,22,25
TR27 6,120_ent,23,24
TR9 6,120_ent,18,26
EX22 6,130_ophthalmology,12,20
EX23 0,130_ophthalmology,22,4
PL26 7,211_paediatric_urology,24,4
TR15 3,211_paediatric_urology,15,19
PL11 3,130_ophthalmology,25,22
PL25 4,130_ophthalmology,12,3
TR5 0,211_paediatric_urology,15,25
TR9 6,211_paediatric_urology,13,2
PL31 2,130_ophthalmology,23,3
PL34 0,130_ophthalmology,20,5
PL15 8,251_paediatric_gastroenterology,4,17
PL15 9,251_paediatric_gastroenterology,23,0
TR11 2,130_ophthalmology,22,17
TR11 3,130_ophthalmology,3,0
PL17 7,251_paediatric_gastroenterology,21,17
PL24 2,251_paediatric_gastroenterology,3,26
TR12 6,130_ophthalmology,24,24
TR19 7,130_ophthalmology,7,4
PL26 6,251_paediatric_gastroenterology,25,21
PL28 8,251_paediatric_gastroenterology,26,11
TR23 0,130_ophthalmology,18,28
TR26 2,130_ophthalmology,0,13
PL33 9,251_paediatric_gastroenterology,3,6
TR1 1,251_paediatric_gastroenterology,25,15
TR3 7,130_ophthalmology,27,25
TR8 4,130_ophthalmology,0,1
PL25 5,143_orthodontics,23,24
PL26 8,143_orthodontics,30,20
TR11 4,251_paediatric_gastroenterology,17,30
TR13 0,251_paediatric_gastroenterology,4,3
TR11 2,143_orthodontics,6,26
TR19 7,143_orthodontics,23,12
TR2 4,251_paediatric_gastroenterology,12,18
TR7 3,251_paediatric_gastroenterology,26,23
TR26 1,143_orthodontics,30,16
TR27 4,143_orthodontics,3,20
TR9 6,251_paediatric_gastroenterology,23,11
PL14 3,252_paediatric_endocrinology,20,8
TR3 7,143_orthodontics,6,28
TR8 4,143_orthodontics,18,10
PL14 6,252_paediatric_endocrinology,8,26
PL25 5,252_paediatric_endocrinology,14,13
PL26 8,252_paediatric_endocrinology,13,13
PL32 9,252_paediatric_endocrinology,18,30
PL26 8,145_oral_and_maxillofacial_surgery_service,2,4
PL33 9,145_oral_and_maxillofacial_surgery_service,0,8
TR1 2,252_paediatric_endocrinology,1,8
TR10 8,252_paediatric_endocrinology,30,29
TR1 1,145_oral_and_maxillofacial_surgery_service,28,1
TR13 9,145_oral_and_maxillofacial_surgery_service,2,29
TR10 9,252_paediatric_endocrinology,27,4
TR13 9,252_paediatric_endocrinology,10,20
TR15 1,252_paediatric_endocrinology,29,27
TR18 5,252_paediatric_endocrinology,12,10
TR2 5,252_paediatric_endocrinology,24,24
TR20 8,252_paediatric_endocrinology,12,27
TR14 0,145_oral_and_maxillofacial_surgery_service,30,23
TR18 5,145_oral_and_maxillofacial_surgery_service,11,25
TR20 9,252_paediatric_endocrinology,25,10
TR26 3,252_paediatric_endocrinology,26,6
TR27 6,252_paediatric_endocrinology,19,24
TR3 7,252_paediatric_endocrinology,9,24
TR2 5,145_oral_and_maxillofacial_surgery_service,5,6
TR26 1,145_oral_and_maxillofacial_surgery_service,6,16
TR4 8,252_paediatric_endocrinology,30,30
TR8 4,252_paediatric_endocrinology,21,30
TR27 4,145_oral_and_maxillofacial_surgery_service,26,17
TR7 1,145_oral_and_maxillofacial_surgery_service,7,23
PL25 3,253_paediatric_clinical_haematology,4,17
PL26 7,253_paediatric_clinical_haematology,3,14
PL25 4,170_cardiothoracic_surgery,22,24
TR11 2,170_cardiothoracic_surgery,4,26
TR2 4,253_paediatric_clinical_haematology,16,5
TR4 9,253_paediatric_clinical_haematology,16,14
PL13 1,254_paediatric_audiological_medicine,30,14
PL13 2,254_paediatric_audiological_medicine,2,29
TR11 3,170_cardiothoracic_surgery,10,27
TR12 6,170_cardiothoracic_surgery,22,18
PL25 5,254_paediatric_audiological_medicine,21,17
PL26 8,254_paediatric_audiological_medicine,26,24
PL30 5,254_paediatric_audiological_medicine,29,17
TR1 3,254_paediatric_audiological_medicine,13,6
TR14 9,170_cardiothoracic_surgery,16,22
TR16 4,170_cardiothoracic_surgery,29,19
TR10 8,254_paediatric_audiological_medicine,1,12
TR10 9,254_paediatric_audiological_medicine,24,3
TR19 7,170_cardiothoracic_surgery,6,22
TR26 2,170_cardiothoracic_surgery,19,4
TR13 9,254_paediatric_audiological_medicine,19,23
TR15 1,254_paediatric_audiological_medicine,2,17
TR3 7,170_cardiothoracic_surgery,30,11
TR8 4,170_cardiothoracic_surgery,9,0
TR18 5,254_paediatric_audiological_medicine,28,11
TR2 5,254_paediatric_audiological_medicine,5,23
TR27 5,254_paediatric_audiological_medicine,4,30
TR6 0,254_paediatric_audiological_medicine,12,8
PL25 5,171_paediatric_surgery,11,27
PL30 4,171_paediatric_surgery,15,23
TR7 1,254_paediatric_audiological_medicine,14,24
TR8 5,254_paediatric_audiological_medicine,2,27
TR10 8,171_paediatric_surgery,17,22
TR10 9,171_paediatric_surgery,13,20
PL27 6,255_paediatric_clinical_immunology_and_allergy,21,20
PL33 9,255_paediatric_clinical_immunology_and_allergy,7,13
TR15 1,171_paediatric_surgery,30,5
TR15 3,171_paediatric_surgery,0,13
TR11 5,255_paediatric_clinical_immunology_and_allergy,30,7
TR16 6,255_paediatric_clinical_immunology_and_allergy,0,20
TR8 5,171_paediatric_surgery,30,3
TR12 6,180_accident_and_emergency,30,14
TR14 8,180_accident_and_emergency,21,8
TR16 4,180_accident_and_emergency,4,16
TR17 0,255_paediatric_clinical_immunology_and_allergy,16,4
TR18 3,255_paediatric_clinical_immunology_and_allergy,22,21
EX23 8,190_anaesthetics,17,4
EX23 9,190_anaesthetics,19,5
PL11 3,190_anaesthetics,6,12
PL12 4,190_anaesthetics,1,15
PL12 5,190_anaesthetics,14,29
PL29 3,190_anaesthetics,11,26
PL30 4,190_anaesthetics,24,10
TR11 3,190_anaesthetics,6,7
TR12 6,190_anaesthetics,30,1
TR13 8,190_anaesthetics,14,10
TR14 8,190_anaesthetics,21,21
TR14 9,190_anaesthetics,14,27
TR15 2,190_anaesthetics,0,24
TR16 4,190_anaesthetics,2,24
TR24 0,190_anaesthetics,30,15
TR4 8,190_anaesthetics,6,2
PL27 7,191_pain_management,21,23
PL33 9,191_pain_management,3,20
TR13 9,191_pain_management,2,10
TR14 0,191_pain_management,3,16
TR14 7,191_pain_management,27,5
TR18 5,191_pain_management,16,20
TR7 1,191_pain_management,22,9
PL25 3,192_critical_care_medicine,30,7
PL26 7,192_critical_care_medicine,5,4
TR15 3,192_critical_care_medicine,29,18
TR9 6,192_critical_care_medicine,14,13
PL25 5,211_paediatric_urology,11,6
TR1 1,211_paediatric_urology,12,4
TR13 9,211_paediatric_urology,4,5
TR15 1,211_paediatric_urology,11,11
TR27 4,211_paediatric_urology,13,2
TR7 1,211_paediatric_urology,5,28
TR10 8,251_paediatric_gastroenterology,21,4
TR15 1,251_paediatric_gastroenterology,8,25
TR15 3,251_paediatric_gastroenterology,9,17
TR20 8,251_paediatric_gastroenterology,28,28
TR26 3,251_paediatric_gastroenterology,23,21
TR8 5,251_paediatric_gastroenterology,12,0
PL24 2,252_paediatric_endocrinology,17,24
PL30 5,252_paediatric_endocrinology,7,12
TR12 7,252_paediatric_endocrinology,22,8
TR14 0,252_paediatric_endocrinology,27,18
TR14 7,252_paediatric_endocrinology,22,15
TR5 0,252_paediatric_endocrinology,25,3
TR6 0,252_paediatric_endocrinology,9,15
PL25 4,253_paediatric_clinical_haematology,24,14
PL34 0,253_paediatric_clinical_haematology,12,5
TR11 2,253_paediatric_clinical_haematology,1,15
TR26 2,253_paediatric_clinical_haematology,28,22
TR3 7,253_paediatric_clinical_haematology,29,27
TR8 4,253_paediatric_clinical_haematology,10,28
PL14 5,254_paediatric_audiological_medicine,24,7
PL26 7,254_paediatric_audiological_medicine,2,26
PL32 9,254_paediatric_audiological_medicine,18,27
PL35 0,254_paediatric_audiological_medicine,14,16
TR15 3,254_paediatric_audiological_medicine,15,21
TR9 6,254_paediatric_audiological_medicine,14,6
EX23 0,255_paediatric_clinical_immunology_and_allergy,30,1
PL25 4,255_paediatric_clinical_immunology_and_allergy,5,7
PL29 3,255_paediatric_clinical_immunology_and_allergy,1,17
TR12 7,255_paediatric_clinical_immunology_and_allergy,29,4
TR16 5,255_paediatric_clinical_immunology_and_allergy,20,0
TR18 2,255_paediatric_clinical_immunology_and_allergy,2,0
TR19 6,255_paediatric_clinical_immunology_and_allergy,12,11
TR3 6,255_paediatric_clinical_immunology_and_allergy,16,15
TR5 0,255_paediatric_clinical_immunology_and_allergy,18,29
EX23 0,258_paediatric_respiratory_medicine,4,11
PL14 3,258_paediatric_respiratory_medicine,25,9
PL14 4,258_paediatric_respiratory_medicine,11,25
PL14 6,258_paediatric_respiratory_medicine,2,15
PL25 4,258_paediatric_respiratory_medicine,7,1
PL31 2,258_paediatric_respiratory_medicine,13,14
TR1 2,258_paediatric_respiratory_medicine,13,9
TR11 5,258_paediatric_respiratory_medicine,4,14
TR16 5,258_paediatric_respiratory_medicine,28,9
TR18 2,258_paediatric_respiratory_medicine,11,12
TR18 3,258_paediatric_respiratory_medicine,19,13
TR18 4,258_paediatric_respiratory_medicine,30,28
TR26 2,258_paediatric_respiratory_medicine,2,25
PL25 4,259_paediatric_nephrology,26,7
TR1 2,259_paediatric_nephrology,20,19
TR11 5,259_paediatric_nephrology,9,4
TR16 5,259_paediatric_nephrology,14,12
TR18 2,259_paediatric_nephrology,18,10
TR18 3,259_paediatric_nephrology,0,13
PL25 4,260_paediatric_medical_oncology,23,8
PL31 2,260_paediatric_medical_oncology,16,19
PL34 0,260_paediatric_medical_oncology,21,16
TR1 2,260_paediatric_medical_oncology,24,5
TR16 5,260_paediatric_medical_oncology,7,24
TR18 4,260_paediatric_medical_oncology,1,29
TR26 2,260_paediatric_medical_oncology,5,6
PL26 8,261_paediatric_metabolic_disease,28,1
TR1 1,261_paediatric_metabolic_disease,30,18
TR10 8,261_paediatric_metabolic_disease,7,20
TR15 1,261_paediatric_metabolic_disease,3,12
TR27 4,261_paediatric_metabolic_disease,26,2
PL26 8,262_paediatric_rheumatology,13,16
TR11 2,262_paediatric_rheumatology,11,29
TR19 7,262_paediatric_rheumatology,15,13
TR27 4,262_paediatric_rheumatology,2,3
TR8 4,262_paediatric_rheumatology,29,23
PL31 2,263_paediatric_diabetic_medicine,11,9
PL34 0,263_paediatric_diabetic_medicine,27,15
TR11 5,263_paediatric_diabetic_medicine,22,3
TR16 6,263_paediatric_diabetic_medicine,25,19
TR17 0,263_paediatric_diabetic_medicine,16,3
TR18 2,263_paediatric_diabetic_medicine,12,21
TR18 3,263_paediatric_diabetic_medicine,22,16
TR18 4,263_paediatric_diabetic_medicine,2,25
TR22 0,263_paediatric_diabetic_medicine,2,20
TR26 2,263_paediatric_diabetic_medicine,26,30
TR27 5,263_paediatric_diabetic_medicine,25,21
TR7 2,263_paediatric_diabetic_medicine,0,8
PL13 1,290_community_paediatrics,1,16
PL13 2,290_community_paediatrics,20,11
PL23 1,290_community_paediatrics,17,27
PL25 3,290_community_paediatrics,22,13
PL26 7,290_community_paediatrics,19,27
PL27 6,290_community_paediatrics,21,25
PL30 5,290_community_paediatrics,24,6
PL32 9,290_community_paediatrics,8,6
PL35 0,290_community_paediatrics,13,17
TR1 3,290_community_paediatrics,18,3
TR11 4,290_community_paediatrics,19,10
TR13 0,290_community_paediatrics,8,28
TR2 4,290_community_paediatrics,8,11
TR20 9,290_community_paediatrics,9,11
TR27 6,290_community_paediatrics,21,10
TR6 0,290_community_paediatrics,26,23
TR7 3,290_community_paediatrics,2,29
TR9 6,290_community_paediatrics,17,17
PL14 5,291_paediatrics_neurodisability,23,28
PL22 0,291_paediatrics_neurodisability,16,20
PL24 2,291_paediatrics_neurodisability,2,21
PL26 6,291_paediatrics_neurodisability,12,8
PL28 8,291_paediatrics_neurodisability,5,20
PL30 5,291_paediatrics_neurodisability,10,0
PL32 9,291_paediatrics_neurodisability,19,10
PL35 0,291_paediatrics_neurodisability,16,3
TR11 4,291_paediatrics_neurodisability,7,11
TR13 0,291_paediatrics_neurodisability,21,28
TR2 4,291_paediatrics_neurodisability,11,1
TR20 8,291_paediatrics_neurodisability,15,15
TR20 9,291_paediatrics_neurodisability,21,19
TR26 3,291_paediatrics_neurodisability,9,19
TR27 6,291_paediatrics_neurodisability,15,16
TR7 3,291_paediatrics_neurodisability,13,2
TR9 6,291_paediatrics_neurodisability,17,5
EX23 0,300_general_medicine,22,13
PL25 4,300_general_medicine,25,0
PL34 0,300_general_medicine,24,0
TR19 7,300_general_medicine,7,14
TR26 2,300_general_medicine,7,2
TR3 7,300_general_medicine,12,29
TR8 4,300_general_medicine,13,11
PL12 6,301_gastroenterology,1,14
PL14 3,301_gastroenterology,12,6
PL14 6,301_gastroenterology,8,7
PL15 9,301_gastroenterology,30,7
PL17 7,301_gastroenterology,30,26
TR10 8,301_gastroenterology,20,16
TR10 9,301_gastroenterology,22,23
TR15 1,301_gastroenterology,21,13
TR15 3,301_gastroenterology,22,3
TR20 8,301_gastroenterology,22,25
TR21 0,301_gastroenterology,26,25
TR8 5,301_gastroenterology,1,13
PL26 8,302_endocrinology,10,0
TR11 2,302_endocrinology,9,22
TR19 7,302_endocrinology,25,11
TR26 1,302_endocrinology,6,10
TR27 4,302_endocrinology,15,6
TR3 7,302_endocrinology,27,5
TR6 0,302_endocrinology,28,8
TR8 4,302_endocrinology,6,24
EX22 6,303_haematology_clinical,17,4
EX23 0,303_haematology_clinical,11,21
PL25 4,303_haematology_clinical,17,23
PL31 2,303_haematology_clinical,3,12
PL34 0,303_haematology_clinical,22,2
TR1 2,303_haematology_clinical,9,5
TR11 5,303_haematology_clinical,8,3
TR16 5,303_haematology_clinical,10,12
TR18 2,303_haematology_clinical,7,4
TR18 3,303_haematology_clinical,0,28
TR18 4,303_haematology_clinical,29,18
TR19 6,303_haematology_clinical,30,19
TR26 2,303_haematology_clinical,21,0
PL26 8,306_hepatology,11,2
PL33 9,306_hepatology,14,12
TR13 9,306_hepatology,26,21
TR14 0,306_hepatology,1,1
TR18 5,306_hepatology,29,28
TR26 1,306_hepatology,26,18
TR27 4,306_hepatology,29,5
TR7 1,306_hepatology,7,27
PL12 4,307_diabetic_medicine,3,27
PL12 5,307_diabetic_medicine,21,18
PL15 7,307_diabetic_medicine,23,6
PL15 8,307_diabetic_medicine,10,0
PL27 7,307_diabetic_medicine,4,27
PL33 9,307_diabetic_medicine,2,12
TR13 9,307_diabetic_medicine,0,17
TR14 0,307_diabetic_medicine,5,1
TR14 7,307_diabetic_medicine,24,28
TR18 5,307_diabetic_medicine,13,30
TR7 1,307_diabetic_medicine,24,9
TR13 8,311_clinical_genetics,23,7
TR14 8,311_clinical_genetics,3,30
TR14 9,311_clinical_genetics,3,11
TR15 2,311_clinical_genetics,24,3
TR16 4,311_clinical_genetics,23,21
TR3 6,311_clinical_genetics,11,29
PL33 9,314_rehabilitation,26,29
TR13 8,314_rehabilitation,26,18
TR14 8,314_rehabilitation,1,22
TR14 9,314_rehabilitation,22,19
TR15 2,314_rehabilitation,24,8
TR16 4,314_rehabilitation,6,25
TR3 6,314_rehabilitation,0,17
EX22 6,316_clinical_immunology,5,20
EX23 0,316_clinical_immunology,28,20
PL14 3,316_clinical_immunology,16,22
PL14 4,316_clinical_immunology,3,3
PL14 6,316_clinical_immunology,12,14
PL22 0,316_clinical_immunology,30,4
PL26 6,316_clinical_immunology,4,13
PL28 8,316_clinical_immunology,5,7
PL31 2,316_clinical_immunology,17,28
PL34 0,316_clinical_immunology,3,10
TR1 2,316_clinical_immunology,10,16
TR16 5,316_clinical_immunology,16,23
TR18 2,316_clinical_immunology,17,28
TR18 4,316_clinical_immunology,7,8
TR19 6,316_clinical_immunology,5,5
TR20 8,316_clinical_immunology,2,27
TR20 9,316_clinical_immunology,5,20
TR26 3,316_clinical_immunology,15,2
TR27 6,316_clinical_immunology,22,10
PL13 1,320_cardiology,22,4
PL13 2,320_cardiology,26,8
PL27 6,320_cardiology,9,5
PL30 5,320_cardiology,16,21
TR1 3,320_cardiology,8,26
TR11 4,320_cardiology,12,26
TR13 0,320_cardiology,23,18
TR26 1,320_cardiology,24,27
TR6 0,320_cardiology,1,8
PL14 5,321_paediatric_cardiology,29,24
PL28 8,321_paediatric_cardiology,27,23
TR10 9,321_paediatric_cardiology,17,18
TR15 3,321_paediatric_cardiology,6,3
TR20 8,321_paediatric_cardiology,2,9
TR20 9,321_paediatric_cardiology,16,5
TR26 3,321_paediatric_cardiology,29,19
TR8 5,321_paediatric_cardiology,3,15
TR9 6,321_paediatric_cardiology,19,9
PL18 9,324_anticoagulant_service,17,18
PL25 5,324_anticoagulant_service,28,28
PL26 8,324_anticoagulant_service,6,27
TR1 1,324_anticoagulant_service,12,21
TR10 8,324_anticoagulant_service,29,15
TR13 9,324_anticoagulant_service,21,7
TR15 1,324_anticoagulant_service,13,23
TR18 5,324_anticoagulant_service,4,5
TR2 5,324_anticoagulant_service,18,15
TR26 1,324_anticoagulant_service,22,2
TR27 4,324_anticoagulant_service,27,12
PL17 8,330_dermatology,24,5
PL29 3,330_dermatology,15,13
TR12 7,330_dermatology,3,30
TR14 7,330_dermatology,13,12
TR16 5,330_dermatology,20,23
TR19 6,330_dermatology,10,3
TR23 0,330_dermatology,28,7
TR25 0,330_dermatology,19,17
TR3 6,330_dermatology,28,3
TR5 0,330_dermatology,20,17
PL26 8,340_respiratory_medicine,13,29
PL33 9,340_respiratory_medicine,2,20
TR13 9,340_respiratory_medicine,29,3
TR14 0,340_respiratory_medicine,20,0
TR14 7,340_respiratory_medicine,16,24
TR18 5,340_respiratory_medicine,7,25
TR26 1,340_respiratory_medicine,7,10
TR27 4,340_respiratory_medicine,4,29
TR7 1,340_respiratory_medicine,8,14
EX23 0,341_respiratory_physiology,14,6
PL25 4,341_respiratory_physiology,19,8
PL31 2,341_respiratory_physiology,25,15
PL34 0,341_respiratory_physiology,3,15
TR11 2,341_respiratory_physiology,21,11
TR19 7,341_respiratory_physiology,14,28
TR26 2,341_respiratory_physiology,25,7
TR3 7,341_respiratory_physiology,21,19
TR8 4,341_respiratory_physiology,28,19
EX23 0,347_sleep_medicine_service,26,16
PL25 4,347_sleep_medicine_service,30,16
PL31 2,347_sleep_medicine_service,19,9
PL34 0,347_sleep_medicine_service,30,2
TR1 2,347_sleep_medicine_service,22,16
TR11 5,347_sleep_medicine_service,1,30
TR16 5,347_sleep_medicine_service,26,22
TR18 2,347_sleep_medicine_service,9,15
TR18 3,347_sleep_medicine_service,14,22
TR18 4,347_sleep_medicine_service,25,14
TR26 2,347_sleep_medicine_service,23,3
EX23 0,348_post-covid-19_syndrome_service,21,2
PL10 1,348_post-covid-19_syndrome_service,28,5
PL11 3,348_post-covid-19_syndrome_service,9,4
TR12 7,348_post-covid-19_syndrome_service,18,14
TR14 7,348_post-covid-19_syndrome_service,30,4
TR16 5,348_post-covid-19_syndrome_service,21,3
PL15 7,361_nephrology,19,4
PL15 8,361_nephrology,16,9
PL27 7,361_nephrology,26,27
PL33 9,361_nephrology,8,2
TR13 9,361_nephrology,19,11
TR14 0,361_nephrology,29,11
TR18 5,361_nephrology,15,14
TR7 1,361_nephrology,3,17
PL30 4,370_medical_oncology,0,6
TR11 3,370_medical_oncology,16,26
TR12 6,370_medical_oncology,2,29
TR13 8,370_medical_oncology,16,20
TR14 8,370_medical_oncology,0,25
TR14 9,370_medical_oncology,11,18
TR15 2,370_medical_oncology,9,25
TR16 4,370_medical_oncology,21,0
TR4 8,370_medical_oncology,22,21
PL11 2,400_neurology,7,21
PL15 7,400_neurology,17,4
PL15 9,400_neurology,3,8
PL17 7,400_neurology,22,0
PL27 7,400_neurology,11,30
TR1 1,400_neurology,18,6
TR1 9,400_neurology,10,28
TR10 8,400_neurology,20,22
TR10 9,400_neurology,8,23
TR13 9,400_neurology,27,27
TR15 1,400_neurology,30,16
TR18 5,400_neurology,22,2
TR2 5,400_neurology,15,21
TR21 0,400_neurology,21,2
TR7 1,400_neurology,7,6
TR8 5,400_neurology,10,1
PL23 1,401_clinical_neurophysiology,6,3
PL25 3,401_clinical_neurophysiology,18,29
PL26 7,401_clinical_neurophysiology,15,29
PL32 9,401_clinical_neurophysiology,17,1
PL35 0,401_clinical_neurophysiology,11,12
TR15 3,401_clinical_neurophysiology,27,15
TR2 4,401_clinical_neurophysiology,11,8
TR7 3,401_clinical_neurophysiology,17,26
TR9 6,401_clinical_neurophysiology,25,4
EX22 6,410_rheumatology,4,5
EX23 0,410_rheumatology,21,1
PL25 4,410_rheumatology,10,16
PL31 2,410_rheumatology,24,6
PL34 0,410_rheumatology,9,6
TR1 2,410_rheumatology,12,27
TR11 5,410_rheumatology,18,17
TR16 5,410_rheumatology,20,2
TR18 2,410_rheumatology,14,27
TR18 3,410_rheumatology,13,1
TR18 4,410_rheumatology,17,0
TR23 0,410_rheumatology,9,3
TR26 2,410_rheumatology,4,9
PL14 5,420_paediatrics,23,25
PL30 4,420_paediatrics,17,25
TR10 8,420_paediatrics,7,27
TR10 9,420_paediatrics,30,15
TR15 1,420_paediatrics,10,11
TR15 3,420_paediatrics,4,29
TR8 5,420_paediatrics,22,20
PL13 2,421_paediatric_neurology,4,0
PL22 0,421_paediatric_neurology,1,26
PL24 2,421_paediatric_neurology,7,13
PL26 6,421_paediatric_neurology,24,5
PL28 8,421_paediatric_neurology,17,15
PL30 5,421_paediatric_neurology,20,14
PL32 9,421_paediatric_neurology,9,10
TR1 3,421_paediatric_neurology,14,30
TR11 4,421_paediatric_neurology,17,3
TR13 0,421_paediatric_neurology,9,11
TR2 4,421_paediatric_neurology,0,4
TR6 0,421_paediatric_neurology,29,10
TR7 3,421_paediatric_neurology,16,18
TR9 6,421_paediatric_neurology,4,2
EX23 9,422_neonatology,7,6
PL25 5,422_neonatology,28,15
PL30 4,422_neonatology,20,27
TR11 3,422_neonatology,2,30
TR12 6,422_neonatology,30,11
TR13 8,422_neonatology,17,10
TR14 8,422_neonatology,1,8
TR14 9,422_neonatology,1,20
TR16 4,422_neonatology,18,24
TR4 8,422_neonatology,15,3
EX22 6,430_geriatric_medicine,25,13
EX23 0,430_geriatric_medicine,15,15
PL13 1,430_geriatric_medicine,8,20
PL27 6,430_geriatric_medicine,29,14
PL31 2,430_geriatric_medicine,7,20
PL34 0,430_geriatric_medicine,10,16
TR1 2,430_geriatric_medicine,6,8
TR11 5,430_geriatric_medicine,22,12
TR16 6,430_geriatric_medicine,4,14
TR17 0,430_geriatric_medicine,12,18
TR18 2,430_geriatric_medicine,16,27
TR18 3,430_geriatric_medicine,24,24
TR18 4,430_geriatric_medicine,22,28
TR26 2,430_geriatric_medicine,29,1
TR27 5,430_geriatric_medicine,9,13
TR7 2,430_geriatric_medicine,4,30
PL25 5,461_ophthalmic_and_vision_science_service,24,0
TR10 8,461_ophthalmic_and_vision_science_service,6,28
TR10 9,461_ophthalmic_and_vision_science_service,29,16
TR15 1,461_ophthalmic_and_vision_science_service,19,9
TR15 3,461_ophthalmic_and_vision_science_service,0,18
TR4 8,461_ophthalmic_and_vision_science_service,29,19
TR8 5,461_ophthalmic_and_vision_science_service,4,1
PL26 7,501_obst_pats_in_hosp_bed/deliv_fa,20,17
